d0000001.s001.h001 object%1:03:00::
d0027297.s001.h001 nonsyllabic%3:00:02::
d0027298.s001.h001 nonsyllabic%3:00:00::
d0027299.s001.h001 nonsyllabic%3:00:00::
d0027300.s001.h001 accentual%3:00:01::
d0027301.s001.h001 accentual%3:00:01::
d0027303.s001.h001 stable%3:00:00::
d0027304.s001.h001 stable%3:00:00::
d0027305.s001.h001 stable%3:00:00::
d0027306.s001.h001 stable%3:00:00::
d0027307.s001.h001 firm%5:00:02:stable:00
d0027308.s001.h001 lasting%5:00:00:stable:00
d0027309.s001.h001 unstable%3:00:00::
d0027310.s001.h001 unstable%3:00:00::
d0027311.s001.h001 unstable%3:00:00::
d0027312.s001.h001 explosive%5:00:00:unstable:00
d0027313.s001.h001 volatile%5:00:00:unstable:00
d0027314.s001.h001 rickety%5:00:00:unstable:00
d0027315.s001.h001 wobbly%5:00:00:unstable:00
d0027315.s001.h002 shaky%5:00:00:unstable:00
d0027316.s001.h001 wobbly%5:00:00:unstable:00
d0027317.s001.h001 wonky%5:00:00:unstable:00
d0027318.s001.h001 rocky%5:00:00:unstable:00
d0027319.s001.h001 tipsy%5:00:00:unstable:00
d0027320.s001.h001 tottering%5:00:00:unstable:00
d0027321.s001.h001 volcanic%5:00:00:unstable:00
d0027322.s001.h001 staccato%3:00:00::
d0027323.s001.h001 staccato%3:00:00::
d0027324.s001.h001 staccato%3:00:00::
d0027325.s001.h001 abrupt%5:00:00:staccato:00
d0027326.s001.h001 legato%3:00:00::
d0027327.s001.h001 staged%3:00:00::
d0027328.s001.h001 unperformed%5:00:00:unstaged:00
d0027329.s001.h001 standard%3:00:01::
d0027331.s001.h001 definitive%5:00:00:standard:01
d0027332.s001.h001 classical%5:00:00:standard:01
d0027333.s001.h001 basic%5:00:00:standard:01
d0027334.s001.h001 canonical%5:00:02:standard:01
d0027335.s001.h001 casebook%5:00:00:standard:01
d0027336.s001.h001 textbook%5:00:00:standard:01
d0027337.s001.h001 nonstandard%3:00:00::
d0027338.s001.h001 standard%3:00:02::
d0027339.s001.h001 standard%3:00:02::
d0027340.s001.h001 standard%3:00:02::
d0027341.s001.h001 standard%3:00:02::
d0027342.s001.h001 standard%3:00:02::
d0027343.s001.h001 modular%5:00:00:standard:02
d0027344.s001.h001 modular%5:00:00:standard:02
d0027345.s001.h001 regular%5:00:00:standard:02
d0027346.s001.h001 regular%5:00:00:standard:02
d0027347.s001.h001 regulation%5:00:00:standard:02
d0027348.s001.h001 standardized%5:00:00:standard:02
d0027349.s001.h001 stock%5:00:00:standard:02
d0027350.s001.h001 nonstandard%3:00:02::
d0027351.s001.h001 nonstandard%3:00:02::
d0027352.s001.h001 nonstandard%3:00:02::
d0027353.s001.h001 substandard%5:00:00:nonstandard:02
d0027354.s001.h001 standard%3:00:03::
d0027355.s001.h001 received%3:00:04::
d0027355.s001.h002 standard%3:00:03::
d0027356.s001.h001 acceptable%5:00:00:standard:03
d0027357.s001.h001 classical%5:00:00:standard:03
d0027358.s001.h001 nonstandard%3:00:03::
d0027359.s001.h001 nonstandard%3:00:03::
d0027360.s001.h001 bad%5:00:00:nonstandard:03
d0027362.s001.h001 starchy%3:00:00::
d0027363.s001.h001 starry%3:00:00::
d0027364.s001.h001 starry%3:00:00::
d0027365.s001.h001 sparkling%5:00:00:starry:00
d0027366.s001.h001 sparkling%5:00:00:starry:00
d0027367.s001.h001 starlike%5:00:00:starry:00
d0027368.s001.h001 starlit%5:00:00:starry:00
d0027369.s001.h001 starless%3:00:00::
d0027370.s001.h001 corn-fed%5:00:00:nourished:00
d0027371.s001.h001 full%5:00:00:nourished:00
d0027372.s001.h001 underfed%5:00:00:malnourished:00
d0027373.s001.h001 undernourished%5:00:00:malnourished:00
d0027374.s001.h001 steady%3:00:00::
d0027375.s001.h001 steady%3:00:00::
d0027376.s001.h001 steady%3:00:00::
d0027377.s001.h001 steady%3:00:00::
d0027378.s001.h001 steady%3:00:00::
d0027379.s001.h001 dependable%5:00:00:steady:00
d0027380.s001.h001 steady-going%5:00:00:steady:00
d0027381.s001.h001 regular%5:00:00:steady:00
d0027382.s001.h001 even%5:00:00:steady:00
d0027383.s001.h001 firm%5:00:00:steady:00
d0027384.s001.h001 firm%5:00:00:steady:00
d0027385.s001.h001 level%5:00:00:steady:00
d0027386.s001.h001 level%5:00:00:steady:00
d0027387.s001.h001 steadied%5:00:00:steady:00
d0027388.s001.h001 sure%5:00:00:steady:00
d0027389.s001.h001 surefooted%5:00:00:steady:00
d0027390.s001.h001 unsteady%3:00:00::
d0027391.s001.h001 unsteady%3:00:00::
d0027392.s001.h001 unsteady%3:00:00::
d0027393.s001.h001 arrhythmic%5:00:00:unsteady:00
d0027394.s001.h001 convulsive%5:00:00:unsteady:00
d0027395.s001.h001 spasmodic%5:00:00:unsteady:00
d0027396.s001.h001 spastic%5:00:00:unsteady:00
d0027397.s001.h001 fluctuating%5:00:00:unsteady:00
d0027398.s001.h001 palpitant%5:00:00:unsteady:00
d0027399.s001.h001 palpitating%5:00:00:unsteady:00
d0027404.s001.h001 shaky%5:00:00:unsteady:00
d0027405.s001.h001 shivering%5:00:00:unsteady:00
d0027406.s001.h001 trembling%5:00:00:unsteady:00
d0027407.s001.h001 quavering%5:00:00:unsteady:00
d0027408.s001.h001 tremulous%5:00:00:unsteady:00
d0027409.s001.h001 shifting%5:00:00:unsteady:00
d0027410.s001.h001 shifting%5:00:00:unsteady:00
d0027411.s001.h001 shifty%5:00:00:unsteady:00
d0027412.s001.h001 tottering%5:00:00:unsteady:00
d0027413.s001.h001 tottery%5:00:00:unsteady:00
d0027414.s001.h001 uneven%5:00:05:unsteady:00
d0027415.s001.h001 uneven%5:00:05:unsteady:00
d0027416.s001.h001 wobbling%5:00:00:unsteady:00
d0027417.s001.h001 stemmed%3:00:00::
d0027418.s001.h001 stemmed%3:00:00::
d0027419.s001.h001 stemless%3:00:00::
d0027420.s001.h001 stemmed%5:00:02:stemless:00
d0027421.s001.h001 stimulating%3:00:00::
d0027422.s001.h001 challenging%5:00:00:stimulating:00
d0027423.s001.h001 thought-provoking%5:00:00:stimulating:00
d0027424.s001.h001 exciting%5:00:00:stimulating:00
d0027425.s001.h001 piquant%5:00:00:stimulating:00
d0027426.s001.h001 salty%5:00:00:stimulating:00
d0027427.s001.h001 rousing%5:00:00:stimulating:00
d0027428.s001.h001 stirring%5:00:00:stimulating:00
d0027429.s001.h001 thrilling%5:00:00:stimulating:00
d0027430.s001.h001 bland%5:00:00:unstimulating:00
d0027431.s001.h001 flat%5:00:00:unstimulating:00
d0027432.s001.h001 dry%5:00:00:unstimulating:00
d0027433.s001.h001 dry%5:00:00:unstimulating:00
d0027434.s001.h001 juiceless%5:00:00:unstimulating:00
d0027435.s001.h001 vapid%5:00:00:unstimulating:00
d0027436.s001.h001 vapid%5:00:00:unstimulating:00
d0027437.s001.h001 vapid%5:00:00:unstimulating:00
d0027438.s001.h001 tranquilizing%5:00:00:depressant:00
d0027439.s001.h001 sedative%5:00:00:depressant:00
d0027440.s001.h001 narcotic%5:00:00:depressant:00
d0027441.s001.h001 relaxant%5:00:00:depressant:00
d0027442.s001.h001 analeptic%5:00:00:stimulative:00
d0027443.s001.h001 irritative%5:00:00:stimulative:00
d0027444.s001.h001 stimulant%5:00:00:stimulative:00
d0027445.s001.h001 straight%3:00:01::
d0027446.s001.h001 straight%3:00:01::
d0027447.s001.h001 straight%3:00:01::
d0027448.s001.h001 straight%3:00:01::
d0027449.s001.h001 aligned%5:00:00:straight:01
d0027450.s001.h001 unbent%5:00:00:straight:01
d0027451.s001.h001 unbent%5:00:00:straight:01
d0027452.s001.h001 crooked%3:00:01::
d0027453.s001.h001 crooked%3:00:01::
d0027454.s001.h001 akimbo%5:00:00:crooked:01
d0027455.s001.h001 akimbo%5:00:00:crooked:01
d0027456.s001.h001 anfractuous%5:00:00:crooked:01
d0027457.s001.h001 awry%5:00:00:crooked:01
d0027458.s001.h001 skew-whiff%5:00:00:crooked:01
d0027459.s001.h001 contorted%5:00:02:crooked:01
d0027460.s001.h001 writhed%5:00:00:crooked:01
d0027461.s001.h001 writhen%5:00:00:crooked:01
d0027462.s001.h001 gnarled%5:00:00:crooked:01
d0027462.s001.h002 knotted%5:00:00:crooked:01
d0027463.s001.h001 knobbed%5:00:00:crooked:01
d0027464.s001.h001 malposed%5:00:00:crooked:01
d0027465.s001.h001 tortuous%5:00:00:crooked:01
d0027466.s001.h001 winding%5:00:00:crooked:01
d0027467.s001.h001 twisty%5:00:00:crooked:01
d0027468.s001.h001 warped%5:00:00:crooked:01
d0027469.s001.h001 wry%5:00:00:crooked:01
d0027470.s001.h001 straight%3:00:05::
d0027471.s001.h001 curved%3:00:00::
d0027472.s001.h001 curved%3:00:00::
d0027473.s001.h001 arched%5:00:00:curved:00
d0027474.s001.h001 curvilinear%5:00:00:curved:00
d0027475.s001.h001 curvilinear%5:00:00:curved:00
d0027476.s001.h001 falcate%5:00:00:curved:00
d0027477.s001.h001 falcate%5:00:00:curved:00
d0027478.s001.h001 falcate%5:00:00:curved:00
d0027479.s001.h001 curvy%5:00:00:curved:00
d0027480.s001.h001 flexuous%5:00:00:curved:00
d0027481.s001.h001 hooklike%5:00:00:curved:00
d0027482.s001.h001 serpentine%5:00:00:curved:00
d0027483.s001.h001 snaky%5:00:00:curved:00
d0027484.s001.h001 wiggly%5:00:00:curved:00
d0027485.s001.h001 coiled%3:00:00::
d0027486.s001.h001 coiled%3:00:00::
d0027487.s001.h001 convolute%5:00:00:coiled:00
d0027488.s001.h001 uncurled%5:00:00:uncoiled:00
d0027489.s001.h001 straight%3:00:04::
d0027490.s001.h001 square%3:00:04::
d0027491.s001.h001 aboveboard%5:00:00:straight:04
d0027492.s001.h001 straightforward%5:00:00:straight:04
d0027493.s001.h001 underhand%5:00:00:crooked:02
d0027494.s001.h001 stressed%3:00:00::
d0027495.s001.h001 emphatic%5:00:00:stressed:00
d0027496.s001.h001 masculine%5:00:00:stressed:00
d0027497.s001.h001 masculine%5:00:00:stressed:00
d0027498.s001.h001 unstressed%3:00:00::
d0027499.s001.h001 feminine%5:00:00:unstressed:00
d0027500.s001.h001 light%5:00:00:unstressed:00
d0027501.s001.h001 weak%5:00:00:unstressed:00
d0027502.s001.h001 tonic%3:00:00::
d0027503.s001.h001 atonic%3:00:00::
d0027504.s001.h001 strong%3:00:00::
d0027505.s001.h001 strong%3:00:00::
d0027506.s001.h001 strong%3:00:00::
d0027507.s001.h001 beardown%5:00:00:strong:00
d0027508.s001.h001 beefed-up%5:00:00:strong:00
d0027509.s001.h001 hefty%5:00:00:strong:00
d0027510.s001.h001 muscular%5:00:00:strong:00
d0027511.s001.h001 powerful%5:00:01:strong:00
d0027512.s001.h001 bullocky%5:00:00:strong:00
d0027513.s001.h001 fortified%5:00:00:strong:00
d0027515.s001.h001 hard%5:00:00:strong:00
d0027516.s001.h001 knockout%5:00:00:strong:00
d0027517.s001.h001 severe%5:00:00:strong:00
d0027518.s001.h001 industrial-strength%5:00:00:strong:00
d0027519.s001.h001 weapons-grade%5:00:00:strong:00
d0027520.s001.h001 ironlike%5:00:00:strong:00
d0027521.s001.h001 ironlike%5:00:00:strong:00
d0027522.s001.h001 ironlike%5:00:00:strong:00
d0027523.s001.h001 knock-down%5:00:00:strong:00
d0027524.s001.h001 noticeable%5:00:00:strong:00
d0027525.s001.h001 reinforced%5:00:00:strong:00
d0027526.s001.h001 robust%5:00:00:strong:00
d0027527.s001.h001 robust%5:00:00:strong:00
d0027528.s001.h001 stiff%5:00:00:strong:00
d0027529.s001.h001 stiff%5:00:00:strong:00
d0027530.s001.h001 vehement%5:00:00:strong:00
d0027531.s001.h001 vehement%5:00:00:strong:00
d0027532.s001.h001 vehement%5:00:00:strong:00
d0027533.s001.h001 virile%5:00:00:strong:00
d0027534.s001.h001 virile%5:00:00:strong:00
d0027535.s001.h001 well-knit%5:00:00:strong:00
d0027536.s001.h001 well-knit%5:00:00:strong:00
d0027537.s001.h001 well-knit%5:00:00:strong:00
d0027538.s001.h001 well-set%5:00:00:strong:00
d0027539.s001.h001 weak%3:00:00::
d0027540.s001.h001 anemic%5:00:00:weak:00
d0027541.s001.h001 faint%5:00:00:weak:00
d0027542.s001.h001 faint%5:00:00:weak:00
d0027543.s001.h001 feeble%5:00:00:weak:00
d0027544.s001.h001 feeble%5:00:00:weak:00
d0027545.s001.h001 feeble%5:00:02:weak:00
d0027546.s001.h001 lame%5:00:00:weak:00
d0027547.s001.h001 flimsy%5:00:01:weak:00
d0027548.s001.h001 flimsy%5:00:01:weak:00
d0027549.s001.h001 jerry-built%5:00:00:weak:00
d0027550.s001.h001 pale%5:00:00:weak:00
d0027551.s001.h001 pale%5:00:00:weak:00
d0027552.s001.h001 pale%5:00:00:weak:00
d0027553.s001.h001 pallid%5:00:00:weak:00
d0027554.s001.h001 pale%5:00:00:weak:00
d0027554.s001.h002 wan%5:00:00:weak:00
d0027555.s001.h001 wan%5:00:00:weak:00
d0027556.s001.h001 puny%5:00:00:weak:00
d0027557.s001.h001 puny%5:00:00:weak:00
d0027558.s001.h001 vulnerable%5:00:00:weak:00
d0027559.s001.h001 bloody-minded%5:00:00:stubborn:00
d0027560.s001.h001 dogged%5:00:00:stubborn:00
d0027561.s001.h001 dour%5:00:00:stubborn:00
d0027562.s001.h001 pertinacious%5:00:00:stubborn:00
d0027563.s001.h001 tenacious%5:00:00:stubborn:00
d0027564.s001.h001 tenacious%5:00:00:stubborn:00
d0027565.s001.h001 determined%5:00:00:stubborn:00
d0027566.s001.h001 stiff-necked%5:00:00:stubborn:00
d0027567.s001.h001 docile%3:00:00::
d0027568.s001.h001 tame%5:00:00:docile:00
d0027569.s001.h001 meek%5:00:00:docile:00
d0027570.s001.h001 yielding%5:00:00:docile:00
d0027571.s001.h001 subordinate%3:00:02::
d0027572.s001.h001 feudatory%5:00:00:subordinate:02
d0027573.s001.h001 ruled%5:00:00:subordinate:02
d0027574.s001.h001 subject%5:00:00:subordinate:02
d0027575.s001.h001 dependent%5:00:00:subordinate:02
d0027576.s001.h001 subservient%5:00:00:subordinate:02
d0027577.s001.h001 insubordinate%3:00:00::
d0027578.s001.h001 insubordinate%3:00:00::
d0027580.s001.h001 unruly%5:00:00:insubordinate:00
d0027581.s001.h001 mutinous%5:00:00:insubordinate:00
d0027582.s001.h001 rebellious%5:00:00:insubordinate:00
d0027583.s001.h001 rebellious%5:00:00:insubordinate:00
d0027584.s001.h001 successful%3:00:00::
d0027585.s001.h001 successful%3:00:00::
d0027586.s001.h001 boffo%5:00:00:successful:00
d0027587.s001.h001 flourishing%5:00:00:successful:00
d0027588.s001.h001 palmy%5:00:00:successful:00
d0027589.s001.h001 prosperous%5:00:00:successful:00
d0027590.s001.h001 roaring%5:00:00:successful:00
d0027591.s001.h001 thriving%5:00:00:successful:00
d0027592.s001.h001 thriving%5:00:00:successful:00
d0027594.s001.h001 made%5:00:00:successful:00
d0027595.s001.h001 no-hit%5:00:00:successful:00
d0027596.s001.h001 no-hit%5:00:00:successful:00
d0027597.s001.h001 self-made%5:00:00:successful:00
d0027598.s001.h001 sure-fire%5:00:00:successful:00
d0027599.s001.h001 victorious%5:00:00:successful:00
d0027600.s001.h001 winning%5:00:01:successful:00
d0027601.s001.h001 attempted%5:00:00:unsuccessful:00
d0027602.s001.h001 disappointed%5:00:00:unsuccessful:00
d0027602.s001.h002 thwarted%5:00:00:unsuccessful:00
d0027603.s001.h001 foiled%5:00:00:unsuccessful:00
d0027604.s001.h001 frustrated%5:00:00:unsuccessful:00
d0027605.s001.h001 thwarted%5:00:00:unsuccessful:00
d0027606.s001.h001 empty-handed%5:00:00:unsuccessful:00
d0027607.s001.h001 hitless%5:00:00:unsuccessful:00
d0027608.s001.h001 no-win%5:00:00:unsuccessful:00
d0027609.s001.h001 out%5:00:00:unsuccessful:00
d0027610.s001.h001 scoreless%5:00:00:unsuccessful:00
d0027611.s001.h001 self-defeating%5:00:00:unsuccessful:00
d0027612.s001.h001 unfulfilled%5:00:00:unsuccessful:00
d0027613.s001.h001 unrealized%5:00:00:unsuccessful:00
d0027614.s001.h001 winless%5:00:00:unsuccessful:00
d0027615.s001.h001 sufficient%3:00:00::
d0027616.s001.h001 adequate%5:00:00:sufficient:00
d0027617.s001.h001 adequate%5:00:00:sufficient:00
d0027618.s001.h001 decent%5:00:00:sufficient:00
d0027619.s001.h001 enough%5:00:00:sufficient:00
d0027620.s001.h001 enough%5:00:00:sufficient:00
d0027621.s001.h001 comfortable%5:00:00:sufficient:00
d0027622.s001.h001 insufficient%3:00:00::
d0027623.s001.h001 low%5:00:00:insufficient:00
d0027624.s001.h001 depleted%5:00:00:insufficient:00
d0027625.s001.h001 inadequate%5:00:00:insufficient:00
d0027626.s001.h001 poor%5:00:00:insufficient:00
d0027627.s001.h001 short%5:00:00:insufficient:00
d0027628.s001.h001 short%5:00:00:insufficient:00
d0027629.s001.h001 short%5:00:00:insufficient:00
d0027630.s001.h001 short%5:00:00:insufficient:00
d0027631.s001.h001 lean%5:00:01:insufficient:00
d0027632.s001.h001 skimpy%5:00:00:insufficient:00
d0027633.s001.h001 light%5:00:00:insufficient:00
d0027634.s001.h001 scant%5:00:00:insufficient:00
d0027635.s001.h001 short%5:00:02:insufficient:00
d0027636.s001.h001 shy%5:00:00:insufficient:00
d0027637.s001.h001 sugary%3:00:00::
d0027638.s001.h001 candied%5:00:00:sugary:00
d0027639.s001.h001 superior%3:00:01::
d0027640.s001.h001 high%5:00:00:superior:01
d0027641.s001.h001 high%5:00:00:superior:01
d0027642.s001.h001 eminent%5:00:00:superior:01
d0027644.s001.h001 leading%5:00:00:superior:01
d0027645.s001.h001 preeminent%5:00:00:superior:01
d0027646.s001.h001 high-level%5:00:00:superior:01
d0027647.s001.h001 high-level%5:00:00:superior:01
d0027648.s001.h001 upper-level%5:00:00:superior:01
d0027649.s001.h001 majestic%5:00:00:superior:01
d0027650.s001.h001 olympian%5:00:00:superior:01
d0027651.s001.h001 olympian%5:00:00:superior:01
d0027652.s001.h001 upper%5:00:00:superior:01
d0027653.s001.h001 humble%5:00:00:inferior:01
d0027654.s001.h001 lowly%5:00:00:inferior:01
d0027655.s001.h001 modest%5:00:00:inferior:01
d0027656.s001.h001 small%5:00:00:inferior:01
d0027657.s001.h001 indifferent%5:00:00:inferior:01
d0027658.s001.h001 indifferent%5:00:00:inferior:01
d0027659.s001.h001 low-level%5:00:00:inferior:01
d0027660.s001.h001 low-level%5:00:00:inferior:01
d0027661.s001.h001 middle-level%5:00:00:inferior:01
d0027662.s001.h001 superior%3:00:02::
d0027663.s001.h001 superior%3:00:02::
d0027664.s001.h001 ace%5:00:00:superior:02
d0027665.s001.h001 crack%5:00:00:superior:02
d0027666.s001.h001 first-rate%5:00:00:superior:02
d0027667.s001.h001 super%5:00:00:superior:02
d0027668.s001.h001 top-notch%5:00:00:superior:02
d0027669.s001.h001 tiptop%5:00:00:superior:02
d0027670.s001.h001 tops%5:00:00:superior:02
d0027671.s001.h001 banner%5:00:01:superior:02
d0027672.s001.h001 blue-ribbon%5:00:00:superior:02
d0027673.s001.h001 boss%5:00:00:superior:02
d0027674.s001.h001 brag%5:00:00:superior:02
d0027675.s001.h001 brilliant%5:00:00:superior:02
d0027676.s001.h001 superb%5:00:00:superior:02
d0027677.s001.h001 capital%5:00:00:superior:02
d0027678.s001.h001 capital%5:00:00:superior:02
d0027679.s001.h001 choice%5:00:00:superior:02
d0027680.s001.h001 prime%5:00:00:superior:02
d0027681.s001.h001 prize%5:00:00:superior:02
d0027682.s001.h001 quality%5:00:00:superior:02
d0027683.s001.h001 select%5:00:02:superior:02
d0027684.s001.h001 excellent%5:00:00:superior:02
d0027685.s001.h001 excellent%5:00:00:superior:02
d0027686.s001.h001 first-class%5:00:01:superior:02
d0027687.s001.h001 gilt-edged%5:00:00:superior:02
d0027688.s001.h001 gilt-edged%5:00:00:superior:02
d0027689.s001.h001 high-performance%5:00:00:superior:02
d0027690.s001.h001 outstanding%5:00:00:superior:02
d0027691.s001.h001 outstanding%5:00:00:superior:02
d0027692.s001.h001 premium%5:00:00:superior:02
d0027692.s001.h002 premium%5:00:00:superior:02
d0027693.s001.h001 pukka%5:00:00:superior:02
d0027694.s001.h001 pukka%5:00:00:superior:02
d0027695.s001.h001 shining%5:00:00:superior:02
d0027696.s001.h001 shining%5:00:00:superior:02
d0027697.s001.h001 spiffing%5:00:00:superior:02
d0027698.s001.h001 supreme%5:00:00:superior:02
d0027699.s001.h001 supreme%5:00:00:superior:02
d0027700.s001.h001 supreme%5:00:00:superior:02
d0027701.s001.h001 weapons-grade%5:00:00:superior:02
d0027702.s001.h001 weapons-grade%5:00:00:superior:02
d0027703.s001.h001 bad%5:00:00:inferior:02
d0027704.s001.h001 bad%5:00:00:inferior:02
d0027705.s001.h001 base%5:00:00:inferior:02
d0027706.s001.h001 base%5:00:00:inferior:02
d0027707.s001.h001 cheapjack%5:00:00:inferior:02
d0027708.s001.h001 coarse%5:00:00:inferior:02
d0027709.s001.h001 common%5:00:00:inferior:02
d0027710.s001.h001 commercial%5:00:00:inferior:02
d0027711.s001.h001 commercial%5:00:00:inferior:02
d0027712.s001.h001 deplorable%5:00:00:inferior:02
d0027713.s001.h001 woeful%5:00:00:inferior:02
d0027714.s001.h001 woeful%5:00:00:inferior:02
d0027715.s001.h001 less%5:00:00:inferior:02
d0027716.s001.h001 mediocre%5:00:00:inferior:02
d0027717.s001.h001 ropey%5:00:00:inferior:02
d0027718.s001.h001 ropey%5:00:00:inferior:02
d0027719.s001.h001 scrawny%5:00:00:inferior:02
d0027720.s001.h001 scrubby%5:00:00:inferior:02
d0027721.s001.h001 stunted%5:00:00:inferior:02
d0027722.s001.h001 second-class%5:00:00:inferior:02
d0027723.s001.h001 second-class%5:00:00:inferior:02
d0027724.s001.h001 superior%3:00:03::
d0027725.s001.h001 inferior%3:00:03::
d0027726.s001.h001 incumbent%5:00:00:superjacent:00
d0027727.s001.h001 overlying%5:00:00:superjacent:00
d0027728.s001.h001 superincumbent%5:00:00:superjacent:00
d0027729.s001.h001 subjacent%3:00:00::
d0027730.s001.h001 supervised%3:00:00::
d0027731.s001.h001 unsupervised%3:00:00::
d0027732.s001.h001 unsupervised%3:00:00::
d0027733.s001.h001 unattended%5:00:00:unsupervised:00
d0027734.s001.h001 unattended%5:00:00:unsupervised:00
d0027735.s001.h001 supported%3:00:00::
d0027736.s001.h001 based%5:00:00:supported:00
d0027737.s001.h001 pendant%5:00:00:supported:00
d0027738.s001.h001 supernatant%5:00:00:supported:00
d0027739.s001.h001 suspended%5:00:01:supported:00
d0027740.s001.h001 suspended%5:00:01:supported:00
d0027742.s001.h001 underhung%5:00:00:supported:00
d0027743.s001.h001 unsupported%3:00:00::
d0027744.s001.h001 strapless%5:00:00:unsupported:00
d0027745.s001.h001 supported%3:00:02::
d0027746.s001.h001 supported%3:00:02::
d0027747.s001.h001 subsidized%5:00:00:supported:02
d0027748.s001.h001 unsupported%3:00:02::
d0027749.s001.h001 baseless%5:00:00:unsupported:02
d0027750.s001.h001 groundless%5:00:00:unsupported:02
d0027751.s001.h001 idle%5:00:00:unsupported:02
d0027752.s001.h001 unfounded%5:00:00:unsupported:02
d0027753.s001.h001 unwarranted%5:00:00:unsupported:02
d0027754.s001.h001 motor-assisted%5:00:00:assisted:00
d0027755.s001.h001 power-assisted%5:00:00:assisted:00
d0027756.s001.h001 naked%5:00:00:unassisted:00
d0027757.s001.h001 unaided%5:00:00:unassisted:00
d0027758.s001.h001 supportive%3:00:00::
d0027759.s001.h001 supportive%3:00:00::
d0027760.s001.h001 ancillary%5:00:00:supportive:00
d0027761.s001.h001 adjuvant%5:00:00:supportive:00
d0027762.s001.h001 auxiliary%5:00:00:supportive:00
d0027763.s001.h001 accessory%5:00:01:supportive:00
d0027764.s001.h001 collateral%5:00:00:supportive:00
d0027765.s001.h001 demonstrative_of%5:00:00:supportive:00
d0027766.s001.h001 supporting%5:00:00:supportive:00
d0027767.s001.h001 surmountable%3:00:00::
d0027768.s001.h001 insurmountable%3:00:00::
d0027769.s001.h001 insuperable%5:00:00:insurmountable:00
d0027770.s001.h001 insuperable%5:00:00:insurmountable:00
d0027771.s001.h001 surprised%3:00:00::
d0027772.s001.h001 surprised%3:00:00::
d0027773.s001.h001 surprised%3:00:00::
d0027774.s001.h001 amazed%5:00:00:surprised:00
d0027775.s001.h001 astonished%5:00:00:surprised:00
d0027776.s001.h001 astounded%5:00:00:surprised:00
d0027777.s001.h001 stunned%5:00:00:surprised:00
d0027778.s001.h001 stunned%5:00:00:surprised:00
d0027779.s001.h001 dumbfounded%5:00:00:surprised:00
d0027780.s001.h001 flabbergasted%5:00:00:surprised:00
d0027781.s001.h001 thunderstruck%5:00:00:surprised:00
d0027782.s001.h001 jiggered%5:00:00:surprised:00
d0027783.s001.h001 startled%5:00:00:surprised:00
d0027784.s001.h001 startled%5:00:00:surprised:00
d0027785.s001.h001 startled%5:00:00:surprised:00
d0027787.s001.h001 surprising%3:00:00::
d0027788.s001.h001 surprising%3:00:00::
d0027789.s001.h001 surprising%3:00:00::
d0027790.s001.h001 amazing%5:00:00:surprising:00
d0027791.s001.h001 astonishing%5:00:00:surprising:00
d0027792.s001.h001 startling%5:00:00:surprising:00
d0027793.s001.h001 startling%5:00:00:surprising:00
d0027794.s001.h001 startling%5:00:00:surprising:00
d0027795.s001.h001 stunning%5:00:00:surprising:00
d0027796.s001.h001 stunning%5:00:00:surprising:00
d0027797.s001.h001 susceptible%3:00:00::
d0027798.s001.h001 susceptible%3:00:00::
d0027799.s001.h001 allergic%5:00:00:susceptible:00
d0027800.s001.h001 hypersensitive%5:00:00:susceptible:00
d0027801.s001.h001 amenable%5:00:01:susceptible:00
d0027802.s001.h001 amenable%5:00:01:susceptible:00
d0027803.s001.h001 capable%5:00:00:susceptible:00
d0027804.s001.h001 open%5:00:00:susceptible:00
d0027805.s001.h001 open%5:00:00:susceptible:00
d0027806.s001.h001 subject%5:00:00:susceptible:00
d0027807.s001.h001 fictile%5:00:00:susceptible:00
d0027808.s001.h001 liable%5:00:00:susceptible:00
d0027809.s001.h001 predisposed%5:00:00:susceptible:00
d0027811.s001.h001 suggestible%5:00:00:susceptible:00
d0027812.s001.h001 vulnerable%5:00:00:susceptible:00
d0027813.s001.h001 vulnerable%5:00:00:susceptible:00
d0027814.s001.h001 incapable%5:00:00:unsusceptible:00
d0027815.s001.h001 impressionable%3:00:00::
d0027816.s001.h001 impressionable%3:00:00::
d0027817.s001.h001 waxy%3:00:00::
d0027818.s001.h001 easy%5:00:00:impressionable:00
d0027819.s001.h001 easy%5:00:00:impressionable:00
d0027820.s001.h001 plastic%5:00:00:impressionable:00
d0027821.s001.h001 pliant%5:00:00:impressionable:00
d0027822.s001.h001 unimpressionable%3:00:00::
d0027823.s001.h001 exempt%3:00:00::
d0027824.s001.h001 exempt%3:00:00::
d0027825.s001.h001 exempt%3:00:00::
d0027826.s001.h001 excused%5:00:00:exempt:00
d0027827.s001.h001 immune%5:00:00:exempt:00
d0027828.s001.h001 immune%5:00:00:exempt:00
d0027829.s001.h001 privileged%5:00:00:exempt:00
d0027830.s001.h001 liable%5:00:01:nonexempt:00
d0027831.s001.h001 taxpaying%5:00:00:nonexempt:00
d0027832.s001.h001 unexcused%5:00:00:nonexempt:00
d0027833.s001.h001 scheduled%3:00:00::
d0027834.s001.h001 scheduled%3:00:00::
d0027835.s001.h001 regular%5:00:00:scheduled:00
d0027836.s001.h001 regular%5:00:00:scheduled:00
d0027837.s001.h001 unscheduled%3:00:00::
d0027838.s001.h001 unscheduled%3:00:00::
d0027839.s001.h001 special%5:00:00:unscheduled:00
d0027840.s001.h001 special%5:00:00:unscheduled:00
